replication,method,threshold,update,rollout_cycle,minibatch,population_value,population_rho,sample_rho,chosen_ppo,raw_risk,ppo_risk
0.0,raw,nan,31.0,4.0,7.0,0.4851966618968948,0.9793872128241171,0.9815797682812958,0.0,nan,nan
0.0,raw,nan,32.0,4.0,8.0,0.4873061846192772,0.9776344003429835,0.9566263758445346,0.0,nan,nan
0.0,raw,nan,33.0,5.0,1.0,0.4885579512412378,1.0,1.0,0.0,nan,nan
0.0,raw,nan,34.0,5.0,2.0,0.489214973544512,0.9987637905191928,0.9987412891051303,0.0,nan,nan
0.0,raw,nan,35.0,5.0,3.0,0.49110448524247236,0.9971859426973184,0.9973603485455105,0.0,nan,nan
0.0,raw,nan,36.0,5.0,4.0,0.49119504475633663,0.996478334115803,0.9965118925644092,0.0,nan,nan
0.0,raw,nan,37.0,5.0,5.0,0.49252574336994753,0.9946105374023942,0.9947819884788132,0.0,nan,nan
0.0,raw,nan,38.0,5.0,6.0,0.49494906424275725,0.9954665242436663,0.9937879721646872,0.0,nan,nan
0.0,raw,nan,39.0,5.0,7.0,0.49713857925794985,0.9940839774073508,0.9950661490094499,0.0,nan,nan
0.0,raw,nan,40.0,5.0,8.0,0.4983912157458067,0.9933805648992888,0.9925524926811148,0.0,nan,nan
0.0,ppo,nan,0.0,0.0,0.0,0.4381825474072605,1.0,1.0,0.0,nan,nan
0.0,ppo,nan,1.0,1.0,1.0,0.44038017351797154,1.0,1.0,1.0,nan,nan
0.0,ppo,nan,2.0,1.0,2.0,0.44280866549842424,0.998495522764861,0.9985075239601405,1.0,nan,nan
0.0,ppo,nan,3.0,1.0,3.0,0.44379113886642935,0.9959161264457216,0.9962233767248895,1.0,nan,nan
0.0,ppo,nan,4.0,1.0,4.0,0.44609694682767337,0.9958482685914727,0.9948475752774254,1.0,nan,nan
0.0,ppo,nan,5.0,1.0,5.0,0.44782892699359245,0.99215373193311,0.9939168215200374,1.0,nan,nan
0.0,ppo,nan,6.0,1.0,6.0,0.4499432681262234,0.9913827883605667,0.9939262320414153,1.0,nan,nan
0.0,ppo,nan,7.0,1.0,7.0,0.44967511613399164,0.9886347261065234,0.9899083224731364,1.0,nan,nan
0.0,ppo,nan,8.0,1.0,8.0,0.45192543397344104,0.9861648233399027,0.989453892530214,1.0,nan,nan
0.0,ppo,nan,9.0,2.0,1.0,0.45301886663988883,1.0,1.0,1.0,nan,nan
0.0,ppo,nan,10.0,2.0,2.0,0.4537805799386958,0.9992235726717719,0.9993451638337402,1.0,nan,nan
0.0,ppo,nan,11.0,2.0,3.0,0.45722820797825525,0.9979627013741345,0.9983946611943401,1.0,nan,nan
0.0,ppo,nan,12.0,2.0,4.0,0.4583698859379696,0.9980154383845089,0.9970633906822226,1.0,nan,nan
0.0,ppo,nan,13.0,2.0,5.0,0.459786676690176,0.9983251575461068,0.9979112441882693,1.0,nan,nan
0.0,ppo,nan,14.0,2.0,6.0,0.4595235293126701,0.9939656502648123,0.9904942081805425,1.0,nan,nan
0.0,ppo,nan,15.0,2.0,7.0,0.46099421700957355,0.9925573397566626,0.9916369003626875,1.0,nan,nan
0.0,ppo,nan,16.0,2.0,8.0,0.46304500100172,0.9935171343285001,0.9909825404324423,1.0,nan,nan
0.0,ppo,nan,17.0,3.0,1.0,0.46474856587229096,1.0,1.0,1.0,nan,nan
0.0,ppo,nan,18.0,3.0,2.0,0.4665365656846811,0.9989725595456532,0.9992900801649305,1.0,nan,nan
0.0,ppo,nan,19.0,3.0,3.0,0.4690347653619567,0.9970452676875113,0.9979797167937763,1.0,nan,nan
0.0,ppo,nan,20.0,3.0,4.0,0.4708907741367552,0.9934131624530833,0.9936484908899289,1.0,nan,nan
0.0,ppo,nan,21.0,3.0,5.0,0.4730338813527113,0.9906878011822889,0.9898266762108949,1.0,nan,nan
0.0,ppo,nan,22.0,3.0,6.0,0.47336517224736707,0.9880269413781696,0.9894014428060153,1.0,nan,nan
0.0,ppo,nan,23.0,3.0,7.0,0.4742120642844165,0.990135449832659,0.9894862705491839,1.0,nan,nan
0.0,ppo,nan,24.0,3.0,8.0,0.47514690950946953,0.9929895338600929,0.9959387003606246,1.0,nan,nan
0.0,ppo,nan,25.0,4.0,1.0,0.47672773905693544,1.0,1.0,1.0,nan,nan
0.0,ppo,nan,26.0,4.0,2.0,0.4781258336351816,0.9984006794535283,0.9989481276328679,1.0,nan,nan
0.0,ppo,nan,27.0,4.0,3.0,0.4794532130951077,0.9962590758167897,0.9971619081928381,1.0,nan,nan
0.0,ppo,nan,28.0,4.0,4.0,0.48127894049659964,0.9932330505886693,0.9948060759679552,1.0,nan,nan
0.0,ppo,nan,29.0,4.0,5.0,0.4822054637170811,0.9914977475750517,0.9922858978966089,1.0,nan,nan
0.0,ppo,nan,30.0,4.0,6.0,0.48366312337123774,0.9898334178178823,0.989960270914627,1.0,nan,nan
0.0,ppo,nan,31.0,4.0,7.0,0.4850885522662748,0.9856896151956932,0.9875877478437394,1.0,nan,nan
0.0,ppo,nan,32.0,4.0,8.0,0.4862251728845434,0.9853273908686775,0.9707265679498055,1.0,nan,nan
0.0,ppo,nan,33.0,5.0,1.0,0.487386100954673,1.0,1.0,1.0,nan,nan
0.0,ppo,nan,34.0,5.0,2.0,0.4881981383215761,0.9988801102640461,0.9988174294635658,1.0,nan,nan
0.0,ppo,nan,35.0,5.0,3.0,0.4900674923653853,0.998080456803746,0.9983855286561241,1.0,nan,nan
0.0,ppo,nan,36.0,5.0,4.0,0.4910605243772649,0.9977344690894465,0.9975491532834635,1.0,nan,nan
